gene_id,gene_symbol,gene_entrez,gene_desc,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,52-CD8_S38_L002,53-CD8_S40_L002,55-CD8_S42_L002,56-CD8_S44_L002
ENSMUSG00000032932,Hspa13,110920,"heat shock protein 70 family, member 13",142.8810511589673,1.1755237340643347,0.7368482533855598,1.5953403277584153,0.11063615209817755,0.4558685320862541,32,138,209,207
ENSMUSG00000024970,Spindoc,68229,spindlin interactor and repressor of chromatin binding,816.9380466775781,-0.341990913850726,0.2146527460273267,-1.5932286922953611,0.11110889675802944,0.45738355603409,860,896,786,728
ENSMUSG00000027300,Ubox5,140629,U box domain containing 5,345.62473273298565,0.5409671334226317,0.3395404524619135,1.5932332348037745,0.1111078780903578,0.45738355603409,243,299,484,378
ENSMUSG00000062797,Hikeshi,67669,heat shock protein nuclear import factor,453.88360779991535,0.47878960815675137,0.30057523481193876,1.5929110342584152,0.11118015056920029,0.45738355603409,400,328,594,517
ENSMUSG00000073434,Wdr90,106618,WD repeat domain 90,995.1840618334168,0.4553375098254234,0.28586416912875084,1.592845690361226,0.1111948123176822,0.45738355603409,647,971,1399,1024
ENSMUSG00000020492,Ska2,66140,spindle and kinetochore associated complex subunit 2,349.65866057545577,0.5853494038783188,0.3677022621302177,1.5919113482935923,0.11140462531382285,0.45785341506067045,291,246,530,354
ENSMUSG00000029456,Acad10,71985,"acyl-Coenzyme A dehydrogenase family, member 10",387.9274567076375,-0.5269987831297814,0.33103080355815284,-1.591993184517049,0.11138623594688693,0.45785341506067045,450,430,288,378
ENSMUSG00000029686,Cul1,26965,cullin 1,2228.9515276909488,0.2823336726736563,0.1774797486723569,1.5907937372329102,0.11165600285927042,0.4586897544561796,1944,1922,2352,2778
ENSMUSG00000024135,Srbd1,78586,S1 RNA binding domain 1,717.3017321709037,0.3849803932072791,0.24220645324551981,1.5894720724762532,0.11195385429706381,0.4595192477145978,630,565,917,791
ENSMUSG00000031246,Sh3bgrl,56726,SH3-binding domain glutamic acid-rich protein like,1131.4383546275023,0.4321329771298028,0.2718511687645952,1.5895939645711101,0.11192635838820632,0.4595192477145978,802,1053,1642,1096
ENSMUSG00000005883,Spo11,26972,SPO11 initiator of meiotic double stranded breaks,109.6842836558795,-0.8671137625088133,0.5458996927248042,-1.5884122560697935,0.11219314785848453,0.46010717315251787,148,124,78,85
ENSMUSG00000026510,Trp53bp2,209456,transformation related protein 53 binding protein 2,1363.4746979891183,-0.29390884317574323,0.18502059802861942,-1.588519582723869,0.11216889647454634,0.46010717315251787,1469,1417,1241,1330
ENSMUSG00000028211,Trp53inp1,60599,transformation related protein 53 inducible nuclear protein 1,5772.400768435588,-0.2074930716443859,0.13064908313223447,-1.5881708977197717,0.11224769996583599,0.46013391770334133,5654,6246,5999,5264
ENSMUSG00000029014,Dnajc2,22791,DnaJ heat shock protein family (Hsp40) member C2,431.77482872492743,0.5610178790348828,0.35335935872820945,1.5876695074783524,0.1123610916550496,0.4604017356951989,282,390,453,625
ENSMUSG00000033287,Kctd17,72844,potassium channel tetramerisation domain containing 17,83.79942696128806,1.2490002286184996,0.7872152400969904,1.586605752785749,0.11260196370555464,0.46099436423043305,26,70,163,86
ENSMUSG00000038058,Nod1,107607,nucleotide-binding oligomerization domain containing 1,140.28820124554443,-1.1736048553372853,0.7396555780622965,-1.5866910088230821,0.11258264370150346,0.46099436423043305,281,90,124,58
ENSMUSG00000029270,Dipk1a,67266,divergent protein kinase domain 1A,237.24289253665592,0.6423297875493132,0.40505910013929725,1.5857680702110386,0.11279193129432122,0.46157484058077625,184,172,358,251
ENSMUSG00000021917,Spcs1,69019,signal peptidase complex subunit 1 homolog (S. cerevisiae),1562.1216635539947,0.2766819125702076,0.17454652080699198,1.5851471074359236,0.11293291466223729,0.4619544502409194,1269,1449,1833,1762
ENSMUSG00000036941,Elac1,114615,elaC ribonuclease Z 1,471.16671254824723,-0.455443064989062,0.2873940438486821,-1.5847338340416706,0.11302682118565179,0.4621412492354008,504,544,465,371
ENSMUSG00000003226,Ranbp2,19386,RAN binding protein 2,6182.5070958262695,-0.24894624309041144,0.15720193562146523,-1.5836080014298433,0.11328295195173695,0.4629909043078669,7057,5832,6280,5596
ENSMUSG00000002307,Daxx,13163,Fas death domain-associated protein,364.53243397224037,0.6110590169943453,0.3861494783750201,1.5824416481559969,0.11354878334159048,0.46316759655645967,329,224,396,527
ENSMUSG00000016534,Lamp2,16784,lysosomal-associated membrane protein 2,457.58262967822526,0.4523093294342925,0.2857921964340633,1.582651083822183,0.11350101329706837,0.46316759655645967,364,379,610,502
ENSMUSG00000020777,Acox1,11430,"acyl-Coenzyme A oxidase 1, palmitoyl",134.86360994188135,1.1384645557403412,0.71919492388551165,1.582970788489009,0.11342812259571447,0.46316759655645967,78,84,87,299
ENSMUSG00000041765,Ubac2,68889,ubiquitin associated domain containing 2,3580.5677381231653,0.2638468666292398,0.1666654289015492,1.5830929567588763,0.11340027871973841,0.46316759655645967,2762,3503,4340,3872
ENSMUSG00000069114,Zbtb10,229055,zinc finger and BTB domain containing 10,74.647523782831,-1.228673828732002,0.7764829531896215,-1.5823577628908396,0.11356792111807139,0.46316759655645967,141,59,55,39
ENSMUSG00000045691,Thtpa,105663,thiamine triphosphatase,962.414600972156,-0.43396430898837185,0.27430148996815074,-1.582070549594024,0.11363346585844637,0.4632377033718793,884,1247,756,960
ENSMUSG00000021606,Ndufs6,407785,NADH:ubiquinone oxidoreductase core subunit S6,1261.3904138764817,0.2859370171473124,0.18086035076942908,1.5809823210607445,0.11388208004492757,0.4640537332328397,1058,1128,1475,1436
ENSMUSG00000024826,Dpf2,19708,double PHD fingers 2,2283.9672344759497,-0.2401905132448834,0.1519965673605241,-1.5802364317555282,0.11405273144615859,0.4641568255115545,2401,2353,2305,2096
ENSMUSG00000033577,Myo6,17920,myosin VI,153.65268203661492,-0.7411024862397043,0.46886952875694204,-1.580615588742781,0.11396595928874391,0.4641568255115545,170,200,135,107
ENSMUSG00000052906,Ubxn8,108159,UBX domain protein 8,683.3121038614177,0.42433219977227465,0.26849166646621286,1.5804296846795163,0.11400849795679106,0.4641568255115545,475,649,809,835
ENSMUSG00000064289,Tank,21353,TRAF family member-associated Nf-kappa B activator,1724.2146569101233,0.29507244260011334,0.18678699730185377,1.5797268913920535,0.11416942446421308,0.46423730321186807,1540,1435,2198,1798
ENSMUSG00000094828,Trav3-3,320898,T cell receptor alpha variable 3-3,158.64587942325272,0.8308345850019422,0.52588079539609,1.5798914740291343,0.11413172209564201,0.46423730321186807,90,130,166,259
ENSMUSG00000015396,Cd83,12522,CD83 antigen,81.9942738537489,1.071907555602397,0.6791905346420096,1.5782133303247257,0.11451660883281059,0.4652065901999635,36,66,105,128
ENSMUSG00000100150,Gm19585,100503190,"predicted gene, 19585",1072.8580723069376,0.3075766541405711,0.1949089755022629,1.5780527979687633,0.11455348082272587,0.4652065901999635,892,952,1306,1188
ENSMUSG00000012126,Ubxn11,67586,UBX domain protein 11,744.4109645144383,-0.37020242689550287,0.23466658989510725,-1.5775676761697448,0.11466496315030243,0.465428313844376,749,866,659,704
ENSMUSG00000044471,Lncpint,232685,"long non-protein coding RNA, Trp53 induced transcript",134.72989064176667,-1.0224534313872125,0.6481921562216252,-1.5773924777911421,0.11470524519692815,0.465428313844376,247,98,105,82
ENSMUSG00000025203,Scd2,20250,stearoyl-Coenzyme A desaturase 2,2970.8079717977093,0.2581383419542341,0.16368146900242864,1.5770773779553746,0.11477772175496939,0.4655252220205786,2415,2791,3712,3093
ENSMUSG00000031133,Arhgef6,73341,Rac/Cdc42 guanine nucleotide exchange factor (GEF) 6,409.609124362019,-1.1006334173726635,0.6981863307459474,-1.5764178828834112,0.11492952976476431,0.46576320249970127,289,792,458,95
ENSMUSG00000018286,Psmb6,19175,"proteasome (prosome, macropain) subunit, beta type 6",3436.2030970411415,0.2524829555360206,0.16030181647744896,1.5750473767809088,0.11524550930694066,0.4667501339494998,2703,3334,3849,3994
ENSMUSG00000025531,Chm,12662,choroidermia (RAB escort protein 1),92.64629417181135,-1.1477282949401646,0.7288873964621927,-1.5746304580253463,0.11534176818632173,0.4667501339494998,66,181,60,61
ENSMUSG00000062270,Morf4l1,21761,mortality factor 4 like 1,5839.105342174171,0.185009814250241,0.11748847146594543,1.5747061132195164,0.11532429609823305,0.4667501339494998,5137,5371,6763,6291
ENSMUSG00000071068,Treml2,328833,triggering receptor expressed on myeloid cells-like 2,5666.871477336163,-0.22951449760595583,0.14576982943418654,-1.5744993219572851,0.11537205816204756,0.4667501339494998,6081,5670,5138,5806
ENSMUSG00000039656,Rxrb,20182,retinoid X receptor beta,1230.5199741596025,0.4424173551624584,0.28102717536373534,1.5742867378922862,0.11542117438830753,0.4667517309582044,1012,993,1147,1819
ENSMUSG00000026740,Dnajc1,13418,DnaJ heat shock protein family (Hsp40) member C1,1340.6196538532572,0.28860462041289625,0.18335722609805558,1.5740018899421864,0.11548701250958629,0.46682091976448803,1159,1161,1651,1448
ENSMUSG00000051457,Spn,20737,sialophorin,24053.48980462971,0.23003666437762305,0.14620385153988588,1.5733967467667342,0.11562697983161209,0.46718956844658116,20058,22532,30857,23786
ENSMUSG00000023074,Mospd1,70380,motile sperm domain containing 1,214.05645457119167,0.7196775678659865,0.45763141317982836,1.572614001441343,0.11580822363766854,0.4673723890267819,115,197,268,291
ENSMUSG00000026082,Rev1,56210,"REV1, DNA directed polymerase",112.65777691124094,-0.8946525217836181,0.5690848495092113,-1.5720898606862965,0.11592971262645468,0.4673723890267819,126,156,67,98
ENSMUSG00000026999,Nup35,69482,nucleoporin 35,82.82147260047704,-1.0436270870673303,0.6639111255028062,-1.5719379401526827,0.11596494454244892,0.4673723890267819,86,129,69,45
ENSMUSG00000030213,Atf7ip,54343,activating transcription factor 7 interacting protein,949.1373207361266,-0.3718119925831194,0.23648752681944538,-1.5722266522199804,0.11589799647781976,0.4673723890267819,1141,914,914,825
ENSMUSG00000045980,Tmem104,320534,transmembrane protein 104,940.7389796026257,-0.34515976907234625,0.21955890481840284,-1.5720599870810426,0.11593663995458284,0.4673723890267819,923,1103,925,817
ENSMUSG00000078490,Cfap74,544678,cilia and flagella associated protein 74,64.9618294666367,-1.2843112455116121,0.8169799459427632,-1.572022975459412,0.11594522295369647,0.4673723890267819,91,86,59,21
ENSMUSG00000026634,Angel2,52477,angel homolog 2,550.7695474960476,0.4576317573323255,0.29123706197455207,1.5713376389311082,0.11610424282671258,0.4675811440705704,488,403,751,590
ENSMUSG00000049164,Zfp518a,72672,zinc finger protein 518A,899.2017792181138,-0.3632387591516389,0.23117172353042825,-1.5712940735324281,0.11611435717577108,0.4675811440705704,1038,905,899,755
ENSMUSG00000025736,Jmjd8,72106,jumonji domain containing 8,176.49385742447294,0.8850724624130653,0.563797050939007,1.5698423057356763,0.1164518026097072,0.46772247732391453,130,108,152,326
ENSMUSG00000026509,Capn2,12334,calpain 2,191.8468527846514,-0.819347547175062,0.5217839395782264,-1.5702812697480975,0.11634968970766499,0.46772247732391453,263,207,196,97
ENSMUSG00000028266,Lmo4,16911,LIM domain only 4,624.388815393534,-0.3773771796650719,0.24041752128591032,-1.569674196982864,0.11649092712551885,0.46772247732391453,686,670,583,558
ENSMUSG00000031174,Rpgr,19893,retinitis pigmentosa GTPase regulator,92.37140231618297,-1.0503686794185136,0.6687304392943991,-1.5706906964288845,0.1162545112731793,0.46772247732391453,102,138,85,42
ENSMUSG00000046169,Adamts6,108154,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 6",834.6408225843403,-0.4095553650910255,0.26085076952837816,-1.5700753570001245,0.1163975808806602,0.46772247732391453,893,938,642,860
ENSMUSG00000048696,Mex3d,237400,mex3 RNA binding family member D,471.8885036479411,-0.4758128232868974,0.30312863516713456,-1.5696729641676734,0.1164912140808831,0.46772247732391453,464,593,383,445
ENSMUSG00000053453,Thoc7,66231,THO complex 7,488.59229149598013,0.6278335140393396,0.39992145827389336,1.56989204017494,0.11644022972527066,0.46772247732391453,261,480,753,497
ENSMUSG00000030742,Lat,16797,linker for activation of T cells,18687.20016804584,0.15717050435849464,0.10019196876929153,1.568693641707007,0.11671934086670743,0.4678618748998652,16456,17523,20953,20431
ENSMUSG00000040415,Dtx3,80904,"deltex 3, E3 ubiquitin ligase",1032.5671956245828,0.48919184546537725,0.3117302435378917,1.5692793869258137,0.11658285320200823,0.4678618748998652,736,918,1627,917
ENSMUSG00000061482,H4c4,319156,H4 clustered histone 4,118.6867967291264,1.3465209151316717,0.8583835769312825,1.5686704071686437,0.11672475745902848,0.4678618748998652,57,72,310,52
ENSMUSG00000074886,Grk6,26385,G protein-coupled receptor kinase 6,3547.804792226857,-0.30023796202378045,0.1914201994654055,-1.5684758602398232,0.11677011929912084,0.4678618748998652,3138,4406,3291,3385
ENSMUSG00000079215,Zfp664,269704,zinc finger protein 664,1893.6267246768232,-0.24620360350973794,0.1569154227467287,-1.5690210637046553,0.1166430310332463,0.4678618748998652,1923,2028,1823,1815
ENSMUSG00000029571,Tmem106b,71900,transmembrane protein 106B,168.00388689484902,-0.682779943773797,0.4354255188986968,-1.568075168172787,0.11686359091648159,0.46804063586115957,197,201,141,130
ENSMUSG00000057134,Ado,211488,2-aminoethanethiol (cysteamine) dioxygenase,1220.6391960300657,-0.31033783857838254,0.1979382351708278,-1.5678519024409299,0.11691569881347681,0.4680536542553731,1286,1312,1254,1038
ENSMUSG00000052776,Oas1a,246730,2'-5' oligoadenylate synthetase 1A,723.3956388453169,-0.544658974562529,0.3474700026296843,-1.5674992673914316,0.11699803732616795,0.4681876347471549,787,864,817,425
ENSMUSG00000045438,Cox19,68033,cytochrome c oxidase assembly protein 19,175.89946929657378,0.9295470482258201,0.5931983290739411,1.5670088782565565,0.11711261640464066,0.46845046561856263,110,123,354,134
ENSMUSG00000089715,Cbx6,494448,chromobox 6,1940.8110620958655,0.24899240604901393,0.1589535849270977,1.566447250392066,0.11724394856908782,0.46878006147406565,1682,1728,2332,2098
ENSMUSG00000041736,Tspo,12257,translocator protein,2887.881602888779,0.2297682879673479,0.14670754180385023,1.5661654823073166,0.11730988131186476,0.46884800290682704,2476,2636,3492,3061
ENSMUSG00000005687,Bcas2,68183,BCAS2 pre-mRNA processing factor,763.3894774993482,0.37121061487870516,0.2370657328087566,1.5658552186374597,0.11738251558761437,0.46885692232874693,623,657,838,968
ENSMUSG00000026623,Lpgat1,226856,lysophosphatidylglycerol acyltransferase 1,860.0524536263998,0.3373223074494072,0.2155116040970942,1.5652164479154163,0.11753216615593141,0.46885692232874693,757,703,1036,981
ENSMUSG00000059070,Rpl18,19899,ribosomal protein L18,621.1861683360162,0.5432242587459386,0.34708347304032444,1.565111279968166,0.11755681914756264,0.46885692232874693,585,384,648,895
ENSMUSG00000061894,Zscan20,269585,zinc finger and SCAN domains 20,417.60391032016275,-0.6808707025816896,0.43494954923965695,-1.5654015592657395,0.11748878305227123,0.46885692232874693,444,546,219,451
ENSMUSG00000069237,Fam8a1,97863,"family with sequence similarity 8, member A1",677.6735619160229,-0.3714964658138994,0.23734763335901402,-1.5651997896771557,0.11753607083386418,0.46885692232874693,748,721,659,583
ENSMUSG00000031362,Xlr4c,72891,X-linked lymphocyte-regulated 4C,530.9913043611969,-0.4279933759003643,0.27353555200953444,-1.5646718415800152,0.11765987420478831,0.469072657046139,619,551,514,438
ENSMUSG00000027787,Nmd3,97112,NMD3 ribosome export adaptor,555.9040234538044,0.39353750478655797,0.2516358585278065,1.5639166336981773,0.11783714766305727,0.46958397446426314,450,474,677,649
ENSMUSG00000062519,Zfp398,272347,zinc finger protein 398,1005.5469720719049,-0.3950357071226976,0.2526597977423164,-1.5635083644196852,0.11793306984140825,0.46977081458656594,1265,926,908,916
ENSMUSG00000073792,Alg6,320438,"asparagine-linked glycosylation 6 (alpha-1,3,-glucosyltransferase)",127.75257333645618,0.7786330198650174,0.4980817335070342,1.5632635519126523,0.11799061750083123,0.4698047030997353,85,96,171,168
ENSMUSG00000029622,Arpc1b,11867,"actin related protein 2/3 complex, subunit 1B",15820.84322340873,0.20227218534968777,0.1294485485038469,1.5625681993929559,0.11815419299123588,0.47006526945848826,13537,14761,16620,18889
ENSMUSG00000059316,Slc27a4,26569,"solute carrier family 27 (fatty acid transporter), member 4",1237.835043622345,0.41516458786688754,0.26576767452590794,1.5621335010267243,0.11825654223759706,0.4702771584209962,996,1044,1837,1145
ENSMUSG00000034748,Sirt6,50721,sirtuin 6,850.1303367856465,0.38293925327976086,0.24519272709227458,1.5617887929263394,0.1183377527998089,0.4704048430797383,687,732,895,1122
ENSMUSG00000026102,Inpp1,16329,inositol polyphosphate-1-phosphatase,2298.296444088037,0.24816393915406074,0.15892555031759642,1.56151064859068,0.11840331333379212,0.4704702371371748,1898,2144,2771,2474
ENSMUSG00000106617,Gm36266,108169076,"predicted gene, 36266",185.07405392550982,-0.699274041387336,0.44813948385189073,-1.5603937313821798,0.1186668652908743,0.4713219608153299,196,245,172,125
ENSMUSG00000028468,Rgp1,242406,RAB6A GEF compex partner 1,2948.4668621069504,-0.21741116601169402,0.13943311921959528,-1.5592505369494745,0.11893709380156652,0.4716131451237613,3062,3031,2842,2883
ENSMUSG00000034206,Polq,77782,"polymerase (DNA directed), theta",267.0467347168347,0.7031616266861981,0.45090226082891527,1.5594546485385599,0.11888881052570695,0.4716131451237613,219,171,449,249
ENSMUSG00000071266,Zfp946,74149,zinc finger protein 946,93.63377427301208,-1.0720099745593719,0.6872485727870346,-1.5598576948832277,0.1187935136978172,0.4716131451237613,118,126,39,87
ENSMUSG00000025898,Cwf19l2,244672,"CWF19-like 2, cell cycle control (S. pombe)",749.9087319261822,-0.46359735544611735,0.29746228072223724,-1.5585080377939173,0.11911286411356958,0.47175232633916736,904,765,542,778
ENSMUSG00000052428,Tmco1,68944,transmembrane and coiled-coil domains 1,1093.581244953759,0.38310250329469653,0.2457867436979977,1.558678460565884,0.11907250228767524,0.47175232633916736,753,1076,1376,1226
ENSMUSG00000079111,Kdelr2,66913,KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 2,867.377729180838,0.32560195915009005,0.20892300756647417,1.5584782305342388,0.11911992457353297,0.47175232633916736,735,745,1044,983
ENSMUSG00000027514,Zbp1,58203,Z-DNA binding protein 1,1367.8906881821608,0.3450590763359972,0.22151447140966743,1.55772701503482,0.11929797367263748,0.4718722492914397,1207,1108,1851,1371
ENSMUSG00000038628,Polr3k,67005,polymerase (RNA) III (DNA directed) polypeptide K,878.7879697058347,0.3995673981778224,0.25648571054485775,1.5578544213204444,0.11926776183666758,0.4718722492914397,684,774,1229,876
ENSMUSG00000075705,Msrb1,27361,methionine sulfoxide reductase B1,735.558720770158,0.44072430964274245,0.2830005512563264,1.5573266825320016,0.11939294349420158,0.47205299161141195,513,689,1023,760
ENSMUSG00000050954,Zfp169,67911,zinc finger protein 169,532.6136380036277,-0.5824523095887886,0.37414832244182333,-1.5567417375748214,0.11953181493996069,0.47240709039802947,674,552,585,315
ENSMUSG00000025006,Sorbs1,20411,sorbin and SH3 domain containing 1,110.18985734248378,-0.8423777312122861,0.5414002099232876,-1.5559242788835357,0.11972609929657943,0.4727848438834422,134,138,93,73
ENSMUSG00000025793,Hgs,15239,HGF-regulated tyrosine kinase substrate,2224.584258029853,-0.2568514229294532,0.16516726087226574,-1.5550988832350534,0.11992252090130064,0.47317040783956343,2384,2270,2301,1961
ENSMUSG00000035851,Ythdc1,231386,YTH domain containing 1,5167.558296223118,-0.2349014931980786,0.1510478008919489,-1.5551467271351662,0.1199111284746208,0.47317040783956343,5807,4920,5157,4818
ENSMUSG00000004707,Ly9,17085,lymphocyte antigen 9,228.22666232493822,1.1143251012743498,0.7172599427758739,1.5535861335874839,0.12028316900400597,0.474086012612126,147,130,556,107
ENSMUSG00000054920,Klhl5,71778,kelch-like 5,358.49105761802184,-0.5415131443984788,0.3485755609204326,-1.5535028989656763,0.12030303722965327,0.474086012612126,406,411,366,249
ENSMUSG00000072770,Acrbp,54137,proacrosin binding protein,312.35145102589235,0.5140921065934199,0.3309130803938602,1.55355631751255,0.12029028584927018,0.474086012612126,230,265,400,372
ENSMUSG00000079523,Tmsb10,19240,thymosin beta 10,106087.48692148583,0.18112503611238945,0.11660844248619075,1.5532754940435725,0.12035733221537587,0.4741049517365546,87560,103796,117670,119039
ENSMUSG00000031504,Rab20,19332,"RAB20, member RAS oncogene family",272.3176187090797,-0.5585503994314709,0.3598031891538794,-1.5523775671498898,0.12057190783870313,0.4743650419280394,293,331,215,247
ENSMUSG00000042677,Zc3h12a,230738,zinc finger CCCH type containing 12A,861.9726115692345,0.3815260089873908,0.2457532692887651,1.5524758229730404,0.12054841328013952,0.4743650419280394,790,647,965,1081
ENSMUSG00000097101,1810034E14Rik,66503,RIKEN cDNA 1810034E14 gene,523.7936026800713,-0.42263731240819835,0.27220584266220027,-1.55263865123086,0.12050948629661533,0.4743650419280394,547,607,440,499
ENSMUSG00000005947,Itgae,16407,"integrin alpha E, epithelial-associated",4621.452983074455,0.3417033487093645,0.22017693822205725,1.5519488619863675,0.1206744601224592,0.47457361575252843,3591,4254,4365,6449
ENSMUSG00000022774,Ncbp2,68092,nuclear cap binding protein subunit 2,1182.613542550861,0.33657507841072215,0.21696880283124373,1.5512602457990563,0.12083932964482438,0.4750269913817881,1048,960,1554,1223
ENSMUSG00000002083,Bbc3,170770,BCL2 binding component 3,102.8214582086236,-0.9882899796315345,0.6373885506294924,-1.550529859150259,0.1210143924850564,0.4751208335852324,123,140,49,95
ENSMUSG00000023915,Tnfrsf21,94185,"tumor necrosis factor receptor superfamily, member 21",62.69950557353489,1.0905985815579553,0.7033673562954084,1.5505390914103114,0.12101217841174627,0.4751208335852324,39,38,84,95
ENSMUSG00000031948,Kars,85305,lysyl-tRNA synthetase,140.32855881232737,0.8422621324963201,0.5432781650554965,1.5503331197017314,0.1210615819187424,0.4751208335852324,103,90,242,138
ENSMUSG00000040061,Plcb2,18796,"phospholipase C, beta 2",5003.531310458106,-0.22688172524626096,0.14629635191109,-1.5508365197250156,0.12094086634484606,0.4751208335852324,5463,4901,4652,5024
ENSMUSG00000034892,Rps29,20090,ribosomal protein S29,40301.228652009966,-0.2522539093067882,0.16274048527819562,-1.5500378340126888,0.12113243542626742,0.47520423070583206,40697,43561,33243,43829
ENSMUSG00000003746,Man1a,17155,"mannosidase 1, alpha",1237.1327834073513,-0.37449493438649756,0.24174048717530755,-1.5491609980702898,0.12134302254331174,0.4753038242594065,1261,1426,958,1299
ENSMUSG00000029104,Htt,15194,huntingtin,3687.085254611089,-0.24927706047017645,0.16086097010722267,-1.5496429015939641,0.12122724977275394,0.4753038242594065,4157,3532,3726,3355
ENSMUSG00000033285,Wdr3,269470,WD repeat domain 3,65.79457718853931,-1.1533809115431706,0.7445462287818938,-1.5491058405199982,0.12135627913763135,0.4753038242594065,105,69,53,33
ENSMUSG00000113035,5830428M24Rik,76062,RIKEN cDNA 5830428M24 gene,258.38874078282845,-0.5967611267658508,0.3852125574087555,-1.5491736063334447,0.12133999242584333,0.4753038242594065,295,303,186,245
ENSMUSG00000022389,Tef,21685,thyrotroph embryonic factor,661.8696416248388,-0.5607633388004912,0.3620802553958376,-1.5487266440072713,0.12144744608998863,0.4754665032865104,662,857,402,716
ENSMUSG00000002660,Clpp,53895,caseinolytic mitochondrial matrix peptidase proteolytic subunit,824.6627084272498,0.3773236350234996,0.2437222061632862,1.548170931830088,0.12158114794176071,0.4757955054256812,723,655,891,1063
ENSMUSG00000017858,Ift52,245866,intraflagellar transport 52,90.06147356862984,1.3122949880757844,0.847961671624596,1.5475876233433756,0.12172161313474132,0.4759563485023762,28,72,207,65
ENSMUSG00000031642,Sh3rf1,59009,SH3 domain containing ring finger 1,252.15747853976075,0.5954487670240056,0.38472104106966976,1.547741619144181,0.1216845174335015,0.4759563485023762,194,192,280,356
ENSMUSG00000046947,Adck2,57869,aarF domain containing kinase 2,497.92287979240774,0.45966088009434364,0.29706049684010893,1.5473645435318633,0.1217753660091221,0.47597225881982447,361,446,550,659
ENSMUSG00000083380,Ndufb4c,100041273,NADH:ubiquinone oxidoreductase subunit B4C,755.5740712693422,0.3589837098696129,0.23207692287561832,1.5468307034646884,0.12190407441549017,0.47628100852381555,583,691,891,892
ENSMUSG00000029128,Rab28,100972,"RAB28, member RAS oncogene family",118.08269702113417,0.9531712006594197,0.6165064284704186,1.5460847716126533,0.12208409607198105,0.4765956154725258,99,55,133,193
ENSMUSG00000033863,Klf9,16601,Kruppel-like factor 9,72.69094561833838,-1.3116337369780016,0.848346415649305,-1.5461062990100654,0.12207889778384198,0.4765956154725258,70,130,22,65
ENSMUSG00000000409,Lck,16818,lymphocyte protein tyrosine kinase,33337.1626923711,0.15646687894416605,0.1012646449045759,1.545128401838653,0.12231520830990396,0.476801925341327,29177,31461,36591,37194
ENSMUSG00000016356,Col20a1,73368,"collagen, type XX, alpha 1",152.02609628498465,-0.7369131824225779,0.476945379154816,-1.5450682921563155,0.1223297455716526,0.476801925341327,191,174,106,133
ENSMUSG00000024079,Eif2ak2,19106,eukaryotic translation initiation factor 2-alpha kinase 2,1111.7849374341872,0.36587342114464394,0.23686786339438523,1.544630900543331,0.12243556746760588,0.476801925341327,952,915,1533,1103
ENSMUSG00000029125,Stx18,71116,syntaxin 18,123.77302884572536,0.9304559420880081,0.6023389604205558,1.5447381013480508,0.12240962484440172,0.476801925341327,109,54,174,167
ENSMUSG00000039236,Isg20,57444,interferon-stimulated protein,69.48357187362483,1.5632145922603224,1.0118051199240636,1.5449759657053745,0.1223520769465251,0.476801925341327,53,14,47,169
ENSMUSG00000039697,Ncoa7,211329,nuclear receptor coactivator 7,950.7904828456271,0.3800535155344733,0.24597845109137403,1.5450683336212008,0.12232973554308751,0.476801925341327,874,712,1257,1005
ENSMUSG00000062397,Zfp706,68036,zinc finger protein 706,2566.6449839570387,0.2271300983037509,0.14708226584083625,1.5442385049298715,0.12253056395628223,0.47697797752994053,2160,2389,3001,2815
ENSMUSG00000060739,Nsa2,59050,NSA2 ribosome biogenesis homolog,12902.450227164718,-0.2105857653542183,0.13647117125301952,-1.5430787573720552,0.12281166814471019,0.4776840360642808,11987,14657,12240,12869
ENSMUSG00000063235,Ptpmt1,66461,"protein tyrosine phosphatase, mitochondrial 1",69.04684954550227,1.0347086393285267,0.6708545041598748,1.5423741406108826,0.12298270178799871,0.4779611696263804,46,41,102,93
ENSMUSG00000078427,Sarnp,66118,SAP domain containing ribonucleoprotein,2341.3641124255755,0.24593578912605912,0.15943588423490393,1.542537241890358,0.12294309520968591,0.4779611696263804,2121,1995,2840,2500
ENSMUSG00000047539,Fbxo28,67948,F-box protein 28,772.6204795005956,0.430941054460629,0.2794629235510878,1.5420330145578325,0.12306557109751523,0.478089282690266,631,634,1122,747
ENSMUSG00000044715,Gskip,66787,GSK3B interacting protein,577.0105310585751,0.4608676602325797,0.29901556830820175,1.5412831607401576,0.12324788539879723,0.4786034625539025,444,490,591,809
ENSMUSG00000026103,Gls,14660,glutaminase,3300.870062433377,-0.2215248949462586,0.14375408259612574,-1.5409989820506762,0.12331703373379042,0.47867795104121247,3268,3567,3412,2995
ENSMUSG00000016253,Nelfcd,57314,"negative elongation factor complex member C/D, Th1l",1401.6808582772107,0.2740920091373107,0.17795738403711714,1.5402114985020372,0.12350880798580798,0.47922818165412734,1183,1257,1577,1644
ENSMUSG00000008129,Brme1,74666,break repair meiotic recombinase recruitment factor 1,118.59676671811762,-0.8108638013887188,0.5269773204336199,-1.538707207971502,0.12387579185140642,0.4796807137980895,159,131,96,85
