gene_id,gene_symbol,gene_entrez,gene_desc,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,52-CD4_S37_L002,53-CD4_S39_L002,55-CD4_S41_L002,56-CD4_S43_L002
ENSMUSG00000001909,Trmt1,212528,tRNA methyltransferase 1,2916.6729185204595,-0.2794724970998406,0.148327055480575,-1.8841639928356866,0.059542796402383004,0.24238876538381193,2888,3437,2337,3114
ENSMUSG00000020653,Klf11,194655,Kruppel-like factor 11,149.7865362885565,0.9502890041364165,0.5043223316337007,1.8842889646747396,0.059525899296432386,0.24238876538381193,76,127,217,184
ENSMUSG00000041058,Wwp1,107568,WW domain containing E3 ubiquitin protein ligase 1,886.8445156525318,-0.40836358746774565,0.2167430823394307,-1.884090523490053,0.05955273185207577,0.24238876538381193,875,1128,691,883
ENSMUSG00000014470,Rnf166,68718,ring finger protein 166,4463.083885293145,0.2196639451061561,0.1166262084767559,1.8834869792576348,0.059634402770849804,0.24251983374872765,3977,4161,4405,5503
ENSMUSG00000071266,Zfp946,74149,zinc finger protein 946,90.02410723839894,-1.1152822108070684,0.5920886497379649,-1.8836405854100535,0.05961360815159598,0.24251983374872765,122,121,42,77
ENSMUSG00000031858,Mau2,74549,MAU2 sister chromatid cohesion factor,2389.556628992033,-0.2529515324747226,0.13434204907915678,-1.8828917245834096,0.0597150429442994,0.24274709621428506,2468,2662,2080,2405
ENSMUSG00000037287,Tbcel,272589,tubulin folding cofactor E-like,109.97665711370001,1.2527520322397656,0.6654609570016575,1.8825327302209336,0.05976372023836299,0.24284429214137968,36,94,180,133
ENSMUSG00000025487,Psmd13,23997,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 13",1391.7060802756657,0.45532281920649575,0.24225105505805736,1.879549375326246,0.06016951828648281,0.2443919332224374,985,1341,1773,1495
ENSMUSG00000029547,Ints1,68510,integrator complex subunit 1,5088.378967937366,-0.21834104695527887,0.11624085305880177,-1.8783503493804243,0.06033325296448111,0.24491738363301946,5300,5498,4278,5434
ENSMUSG00000053841,Txlna,109658,taxilin alpha,1058.852002165,-0.5314854788728862,0.2829705029659718,-1.8782363295894455,0.06034884231079806,0.24491738363301946,1480,971,882,889
ENSMUSG00000025477,Inpp5a,212111,inositol polyphosphate-5-phosphatase A,352.59303010410963,-0.5986797454971938,0.31881351631753346,-1.877836775593033,0.0604034976514112,0.24499268939849073,351,491,273,303
ENSMUSG00000030876,Mettl9,59052,methyltransferase like 9,1850.5778380035551,-0.3016258436643587,0.16064218556799348,-1.8776253734215562,0.060432432132559714,0.24499268939849073,1978,2054,1460,1971
ENSMUSG00000032000,Birc3,11796,baculoviral IAP repeat-containing 3,215.49050389038626,-0.8618507775584299,0.459028764971659,-1.877552875388194,0.06044235753747568,0.24499268939849073,337,207,126,192
ENSMUSG00000035401,Emsy,233545,"EMSY, BRCA2-interacting transcriptional repressor",2797.1717763401793,-0.30851659323410485,0.1643364510095418,-1.8773473038929847,0.060470508825639646,0.2450055119980978,3234,2856,2491,2630
ENSMUSG00000027642,Rpn2,20014,ribophorin II,6523.4571104235365,0.20953962348082683,0.11169764673702363,1.8759537877656307,0.06066162579314904,0.24544500682934434,5890,6046,6368,8076
ENSMUSG00000029131,Dnajb6,23950,DnaJ heat shock protein family (Hsp40) member B6,1858.9845921001952,0.33996993983191276,0.18122855084111042,1.8759182162747448,0.06066651087091582,0.24544500682934434,1745,1482,1973,2300
ENSMUSG00000030104,Edem1,192193,"ER degradation enhancer, mannosidase alpha-like 1",7182.627465166009,-0.2377113193400905,0.12672897660950902,-1.8757455926796618,0.06069022211706614,0.24544500682934434,7253,8101,6694,6792
ENSMUSG00000052798,Nup107,103468,nucleoporin 107,1533.202487177653,0.2952167520090234,0.1573402162341611,1.8762955783006423,0.06061470387870869,0.24544500682934434,1299,1420,1566,1917
ENSMUSG00000116048,Septin2,18000,septin 2,2048.5218063185703,0.34429069813959406,0.1835586342528577,1.8756442568935383,0.06070414498329016,0.24544500682934434,1677,1889,2431,2239
ENSMUSG00000060657,Marf1,223989,meiosis regulator and mRNA stability 1,4372.737375480885,-0.30867122268456776,0.16473077623544838,-1.8737920729723658,0.06095908942036428,0.2463742257900543,4917,4613,4118,3847
ENSMUSG00000024136,Dnase1l2,66705,deoxyribonuclease 1-like 2,181.16880433630521,-0.8203598338745344,0.4379262798125694,-1.87328295124386,0.06102932285047317,0.24655645263654283,242,213,145,121
ENSMUSG00000029238,Clock,12753,circadian locomotor output cycles kaput,845.0142100033634,-0.40899261666730163,0.2183783157058373,-1.872862767282389,0.06108733777614665,0.24658762737551168,988,910,728,759
ENSMUSG00000052293,Taf9,108143,TATA-box binding protein associated factor 9,143.1878839475152,1.1654306087727968,0.6222143298728123,1.8730372362382333,0.06106324325157869,0.24658762737551168,44,133,175,235
ENSMUSG00000040263,Klhdc4,234825,kelch domain containing 4,407.1665885901458,-0.6709401809418725,0.35832744544515116,-1.8724219689852717,0.061148248018447364,0.24673192256003143,520,464,369,265
ENSMUSG00000003527,Ess2,27886,ess-2 splicing factor,437.2925642218121,0.5125194845961254,0.2737888099005453,1.871951906223997,0.06121325748679448,0.246888509030408,338,374,448,617
ENSMUSG00000033446,Lpar6,67168,lysophosphatidic acid receptor 6,1422.623802585293,0.32604907521895105,0.17419223370275744,1.8717773363841406,0.06123741498847039,0.246888509030408,1213,1279,1392,1884
ENSMUSG00000028076,Cd1d1,12479,CD1d1 antigen,953.3308236806344,-0.4154686622900349,0.22201227466889142,-1.8713769898969048,0.061292845961391305,0.24694847531385242,1061,1088,867,798
ENSMUSG00000031996,Aplp2,11804,amyloid beta (A4) precursor-like protein 2,949.0953383783663,-0.5171552147140854,0.2763874104684701,-1.8711243534483704,0.06132784675055897,0.24694847531385242,1257,936,630,996
ENSMUSG00000034341,Wbp2,22378,WW domain binding protein 2,164.99876765416488,-0.8208831936378509,0.4386735176351698,-1.8712850460249395,0.061305582145214886,0.24694847531385242,217,198,98,150
ENSMUSG00000009905,Kdsr,70750,3-ketodihydrosphingosine reductase,979.0559990506144,-0.42388389276162175,0.2265653185422089,-1.8709125275175449,0.06135720631903942,0.24696527420286596,942,1281,844,868
ENSMUSG00000019873,Reep3,28193,receptor accessory protein 3,1425.965308241751,0.30163445711365444,0.16128452953779396,1.8702008058557913,0.061455937862923145,0.24715975010088653,1199,1324,1470,1774
ENSMUSG00000021733,Slc4a7,218756,"solute carrier family 4, sodium bicarbonate cotransporter, member 7",1435.583692055912,0.5233466103306754,0.27982597257483854,1.8702574514976735,0.061448075043835086,0.24715975010088653,1122,1203,2035,1372
ENSMUSG00000028820,Sfpq,71514,splicing factor proline/glutamine rich (polypyrimidine tract binding protein associated),16391.582875210945,0.2388728393342111,0.12774660775789923,1.8698957532157277,0.06149829566892238,0.24722869579080933,15709,13881,16387,20207
ENSMUSG00000068758,Il3ra,16188,"interleukin 3 receptor, alpha chain",546.2718838755977,0.5163262413243079,0.2763300932945902,1.8685125285064863,0.06169066547331744,0.2477988426734443,477,407,666,647
ENSMUSG00000071715,Ncf4,17972,neutrophil cytosolic factor 4,328.70763003775033,-0.6286028989187994,0.3364029163539315,-1.8686012170520025,0.06167831632623689,0.2477988426734443,400,387,206,332
ENSMUSG00000064181,Rab3ip,216363,RAB3A interacting protein,1642.3189470282991,-0.3792623681983934,0.2031324110333626,-1.8670696924682446,0.06189185612487608,0.248403458577327,1891,1767,1171,1799
ENSMUSG00000022967,Ifnar1,15975,interferon (alpha and beta) receptor 1,1060.5538566686405,-0.5751331503339097,0.308260646961752,-1.865736531738579,0.06207823590732954,0.2490495511748634,1167,1342,566,1230
ENSMUSG00000002580,Mien1,103742,migration and invasion enhancer 1,1424.4996045891712,0.31834946982773477,0.17067275668084284,1.8652623653524658,0.06214463762070405,0.2492139762253592,1183,1322,1411,1858
ENSMUSG00000054293,P2ry10b,213438,"purinergic receptor P2Y, G-protein coupled 10B",320.37867613904757,-0.6064615313336823,0.3251758107705409,-1.8650265833015163,0.06217767813662064,0.24924453562124502,333,433,222,304
ENSMUSG00000022552,Sharpin,106025,SHANK-associated RH domain interacting protein,1368.537946152609,-0.35142522030271456,0.1886411551845281,-1.8629297512462308,0.06247215037633856,0.25032261317531657,1380,1655,1043,1449
ENSMUSG00000038301,Snx10,71982,sorting nexin 10,286.77330695082867,0.6452540972699842,0.3465409811430986,1.8619849668040753,0.06260520926871203,0.25075329937897123,190,253,360,355
ENSMUSG00000027823,Gmps,229363,guanine monophosphate synthetase,1977.8975988065954,0.28584744107235355,0.15362492756653087,1.8606839762287968,0.0627888180027397,0.2513860189942273,1648,1874,2151,2305
ENSMUSG00000028098,Rnf115,67845,ring finger protein 115,123.26445734922348,-1.2465559129434107,0.6701577854580084,-1.860093160137612,0.06287234673381327,0.25148251557736123,83,265,72,78
ENSMUSG00000029714,Gigyf1,57330,GRB10 interacting GYF protein 1,110.01293068910161,-1.0356597657909723,0.5567110974603696,-1.8603181623565488,0.06284052541826246,0.25148251557736123,123,170,83,63
ENSMUSG00000056383,AI987944,233168,expressed sequence AI987944,388.1405251093364,-0.9376200180885843,0.5041050960210645,-1.859969330779003,0.06288986519078937,0.25148251557736123,268,754,196,362
ENSMUSG00000015575,Atp6v0e,11974,"ATPase, H+ transporting, lysosomal V0 subunit E",105.50674327855455,-1.130799553551443,0.6083488251647874,-1.8588012449027678,0.06305531595404976,0.2517934886926265,164,120,81,52
ENSMUSG00000035202,Lars2,102436,"leucyl-tRNA synthetase, mitochondrial",50923.52415083857,1.374384648517869,0.739434013941009,1.8586981699593756,0.0630699330199068,0.2517934886926265,34840,20580,98784,47200
ENSMUSG00000043872,Zmym1,68310,"zinc finger, MYM domain containing 1",329.42676488153893,-0.6538276609539704,0.35176701223341195,-1.8586952107951746,0.0630703527005702,0.2517934886926265,312,488,254,271
ENSMUSG00000056216,Cebpg,12611,"CCAAT/enhancer binding protein (C/EBP), gamma",1197.818871947658,0.3911330758205533,0.21039785839110375,1.8590164311154014,0.0630248094052099,0.2517934886926265,1071,969,1411,1364
ENSMUSG00000040842,Szrd1,213491,SUZ RNA binding domain containing 1,3009.8718147047316,0.31963087823745884,0.17203861142461685,1.8579019883423864,0.06318293399433494,0.25214027994076277,2665,2614,2770,4178
ENSMUSG00000090958,Lrrc32,434215,leucine rich repeat containing 32,1170.7657749198663,-0.36767878917621233,0.19796641983781807,-1.8572785701606835,0.06327153164991607,0.2523911179118906,1351,1247,899,1217
ENSMUSG00000037759,Ptger2,19217,prostaglandin E receptor 2 (subtype EP2),499.9875388269845,0.5014615973700347,0.27012421269330006,1.856411139046598,0.06339497821836838,0.25278070818670273,415,401,498,718
ENSMUSG00000022787,Wdr53,68980,WD repeat domain 53,340.97690740157424,0.5551740371705355,0.2992001754315095,1.855527111138414,0.06352099141829588,0.2530773347648887,267,278,362,477
ENSMUSG00000058239,Usf2,22282,upstream transcription factor 2,1187.5378928458786,0.5165508922227345,0.27838496946578617,1.8555272334349906,0.06352097397130563,0.2530773347648887,714,1230,1179,1724
ENSMUSG00000031843,Mphosph6,68533,M phase phosphoprotein 6,653.4817505796119,0.41673951977793555,0.22464231979641533,1.8551247162850282,0.0635784190381484,0.2532032488501401,535,570,672,872
ENSMUSG00000056185,Snx32,225861,sorting nexin 32,283.47142507437144,-0.5976024756225833,0.3222049857698755,-1.8547275865228279,0.06363513729980903,0.2533127229882146,322,352,221,242
ENSMUSG00000096370,Gm21992,102902673,predicted gene 21992,159.5054244141118,-0.9781665207893323,0.5274355963031516,-1.8545705440539062,0.06365757770963394,0.2533127229882146,253,161,125,92
ENSMUSG00000020580,Rock2,19878,Rho-associated coiled-coil containing protein kinase 2,2198.918745748627,-0.3246375358320922,0.1750671967503174,-1.8543595936770128,0.06368773151806367,0.2533299016367604,2409,2412,2048,1935
ENSMUSG00000049091,Sephs2,20768,selenophosphate synthetase 2,1326.8763192297654,0.37256154196374813,0.2009322268843565,1.8541651965972104,0.06371552959953537,0.25333769980674953,968,1324,1421,1660
ENSMUSG00000004947,Dtx2,74198,"deltex 2, E3 ubiquitin ligase",1121.0797103588377,0.408994943374758,0.22063307921623784,1.8537335599341866,0.06377728791897681,0.25348046536099217,874,1030,1369,1235
ENSMUSG00000025220,Oga,76055,O-GlcNAcase,7319.624857323637,-0.21592106620012694,0.11650410896378198,-1.853334342630362,0.06383445170000387,0.25360486179843517,7756,7754,6695,7193
ENSMUSG00000034614,Pik3ip1,216505,phosphoinositide-3-kinase interacting protein 1,489.8379496779483,-0.7347787829830414,0.39652833041449653,-1.8530297247991514,0.06387809827483312,0.2536754773530736,379,843,359,396
ENSMUSG00000110185,Igip,109169,IgA inducing protein,378.741770221105,-0.5269075069427852,0.28445951226180016,-1.8523110819997817,0.06398116528080823,0.25398191318960517,406,478,298,340
ENSMUSG00000057637,Prdm2,110593,"PR domain containing 2, with ZNF domain",5608.835034820886,-0.2892062332761451,0.15616634348357508,-1.8519114094937017,0.06403854529782875,0.2540040196784834,6275,5875,5281,5019
ENSMUSG00000060739,Nsa2,59050,NSA2 ribosome biogenesis homolog,12264.439810405165,-0.18980732152764732,0.10249262394487972,-1.8519120130022744,0.06403845862153662,0.2540040196784834,11991,13842,10661,12955
ENSMUSG00000048799,Cep120,225523,centrosomal protein 120,2278.4644972067076,-0.2593602139068225,0.1401576912692234,-1.8504886286163753,0.0642431554959771,0.25460959564998203,2304,2601,1997,2266
ENSMUSG00000042557,Sin3a,20466,"transcriptional regulator, SIN3A (yeast)",4218.336697621729,-0.2258934039339788,0.12217808250100601,-1.848886472187995,0.06447420746464652,0.25539410471600843,4396,4577,3823,4155
ENSMUSG00000047036,Zfp445,235682,zinc finger protein 445,3267.048192966134,-0.290836954908064,0.15731503345878703,-1.84875500143638,0.06449319768249229,0.25539410471600843,3315,3789,3054,2946
ENSMUSG00000028337,Coro2a,107684,"coronin, actin binding protein 2A",1578.9105137794188,0.2966367719372884,0.16048292980367065,1.8484007757098135,0.06454438659267162,0.25544466649289543,1297,1504,1673,1905
ENSMUSG00000033852,Gm28042,102238433,"predicted gene, 28042",299.91491896151786,-0.7450063563020394,0.40311449151529366,-1.848125959207236,0.06458412322650564,0.25544466649289543,318,426,266,186
ENSMUSG00000038664,Herc1,235439,HECT and RLD domain containing E3 ubiquitin protein ligase family member 1,494.939944037339,-0.6979084619811913,0.3776290953741926,-1.8481321236374382,0.06458323166969758,0.25544466649289543,692,509,453,307
ENSMUSG00000027952,Pmvk,68603,phosphomevalonate kinase,78.09474293725982,-1.1052370122720168,0.5981393271628409,-1.8477919141590244,0.06463245109595644,0.25553273507897295,94,117,47,55
ENSMUSG00000026558,Uck2,80914,uridine-cytidine kinase 2,2726.238947014627,-0.24121391457846936,0.13063796600736072,-1.8464304210376201,0.06482973350700258,0.25620940630236205,2881,2945,2369,2773
ENSMUSG00000000326,Comt,12846,catechol-O-methyltransferase,444.1687938564198,0.5618525273034952,0.3043894721585403,1.8458342968276384,0.06491626906382669,0.2563496589721115,285,427,496,595
ENSMUSG00000032308,Ulk3,71742,unc-51-like kinase 3,1279.7329251904273,-0.31718247944180894,0.17187122642849131,-1.8454658527369954,0.06496980138150912,0.2563496589721115,1318,1487,1110,1230
ENSMUSG00000039450,Dcxr,67880,dicarbonyl L-xylulose reductase,72.6045230770191,1.2712568429961675,0.68883225688616,1.8455245530208408,0.0649612702078998,0.2563496589721115,39,45,127,79
ENSMUSG00000041649,Klf8,245671,Kruppel-like factor 8,56.00529812066855,1.449258832914678,0.7851861320428972,1.8457519481960238,0.0649282305782229,0.2563496589721115,32,27,104,60
ENSMUSG00000029470,P2rx4,18438,"purinergic receptor P2X, ligand-gated ion channel 4",144.8588975684923,-0.8462065862406147,0.45879511656201344,-1.8444106218515874,0.065123320495419107,0.2568520343755367,156,213,93,121
ENSMUSG00000021271,Zfp839,72805,zinc finger protein 839,216.90050689995107,0.7005564104223453,0.37997628673618583,1.8436845531593276,0.06522912547405622,0.2571658927515566,176,149,252,301
ENSMUSG00000050088,1600012H06Rik,67912,RIKEN cDNA 1600012H06 gene,660.4912139466109,-0.4213765596739801,0.22868364966744265,-1.842617783504663,0.06538483558152952,0.25767617077045696,674,822,542,619
ENSMUSG00000022858,Tra2b,20462,transformer 2 beta,5325.567703400132,0.23837370165378918,0.12942991886270275,1.841720243266569,0.06551608157087634,0.25798601598491666,4420,5243,5159,6758
ENSMUSG00000054426,A930005H10Rik,68161,RIKEN cDNA A930005H10 gene,887.9939763491606,-0.4326213211715956,0.23487914040031732,-1.8418890687110634,0.06549137790217273,0.25798601598491666,839,1184,691,869
ENSMUSG00000022822,Abcc5,27416,"ATP-binding cassette, sub-family C (CFTR/MRP), member 5",378.03828277533364,-0.6661058059374183,0.3617461800493494,-1.8413623769200498,0.06556847237303909,0.25808866785132406,415,502,343,247
ENSMUSG00000062203,Gspt1,14852,G1 to S phase transition 1,1553.5449196463321,0.32978023125456535,0.17912930036388008,1.8410178043717897,0.06561894962822823,0.2581837083084983,1202,1523,1696,1855
ENSMUSG00000017697,Ada,11486,adenosine deaminase,368.6146924485083,-0.5289267986863799,0.28755780948763215,-1.8393755315802998,0.06585997047647456,0.2590280828406871,407,453,298,321
ENSMUSG00000024675,Ms4a4c,64380,"membrane-spanning 4-domains, subfamily A, member 4C",188.82076202141877,-1.075710847150209,0.5850404075241245,-1.8386949573322446,0.06596006553326413,0.25929468892442076,292,210,167,74
ENSMUSG00000027822,Slc33a1,11416,"solute carrier family 33 (acetyl-CoA transporter), member 1",99.88813018074514,-1.8343421274824359,0.9977085306357223,-1.8385551202149444,0.06598064751314939,0.25929468892442076,50,265,13,82
ENSMUSG00000021814,Anxa7,11750,annexin A7,967.22924126213,-0.5130976157301779,0.2791740021722431,-1.837913314770657,0.0660751797947578,0.2593665754963073,1022,1227,926,684
ENSMUSG00000032409,Atr,245000,ataxia telangiectasia and Rad3 related,1186.010738161184,-0.41214891804020953,0.224272768842015,-1.837712711036,0.06610474983837553,0.2593665754963073,1406,1259,1085,988
ENSMUSG00000035314,Gdpd5,233552,glycerophosphodiester phosphodiesterase domain containing 5,187.16492738262303,0.8674143338663672,0.4719153415603312,1.838071911369455,0.06605180953903579,0.2593665754963073,123,139,165,344
ENSMUSG00000041429,Nthl1,18207,nth (endonuclease III)-like 1 (E.coli),77.37179617407885,-1.121137794017493,0.6100174547125788,-1.8378782202973816,0.06608035211761418,0.2593665754963073,91,119,42,59
ENSMUSG00000032202,Rab27a,11891,"RAB27A, member RAS oncogene family",4119.479713418426,0.234231314019254,0.12748948794344556,1.8372598227326729,0.06617154804954123,0.2595248114503007,3517,3962,4411,4719
ENSMUSG00000028461,Ccdc107,622404,coiled-coil domain containing 107,138.73222124429708,-0.8350505161106759,0.4547011573907587,-1.8364820553844654,0.06628639366187777,0.2597674220042812,168,183,101,103
ENSMUSG00000087370,Tmem170b,621976,transmembrane protein 170B,564.4966711448137,-0.4514112959632705,0.24580106987424616,-1.836490362691327,0.06628516613273538,0.2597674220042812,652,633,477,500
ENSMUSG00000028430,Nol6,230082,nucleolar protein family 6 (RNA-associated),2831.095465699258,-0.2544765130056632,0.13863298991036901,-1.835612960307579,0.06641491899441328,0.2601671117619745,2933,3148,2302,3037
ENSMUSG00000024055,Cyp4f13,170716,"cytochrome P450, family 4, subfamily f, polypeptide 13",254.4657809591236,-0.7663632365616949,0.4176235694370219,-1.8350574360417256,0.06649717968220918,0.2603658013628373,291,343,131,265
ENSMUSG00000040560,Wdr7,104082,WD repeat domain 7,895.7723395207067,-0.35693398527526693,0.19453016953174626,-1.8348515612485357,0.06652768642790279,0.2603658013628373,941,1046,759,855
ENSMUSG00000094483,Purb,19291,purine rich element binding protein B,6607.840523431492,-0.21061698059162484,0.11479436731365836,-1.8347327096297816,0.06654530323460177,0.2603658013628373,6842,7146,6064,6497
ENSMUSG00000004100,Ppan,235036,peter pan homolog,2156.5901888101935,-0.2620967984841256,0.14289516390022672,-1.8341894248228632,0.06662588067073362,0.2604731897833107,2310,2328,1886,2145
ENSMUSG00000047281,Sfn,55948,stratifin,1210.9300758329018,-0.38101769950854086,0.20772868686899432,-1.8342083861957525,0.06662306705684366,0.2604731897833107,1470,1223,1000,1164
ENSMUSG00000032093,Cd3e,12501,"CD3 antigen, epsilon polypeptide",27699.504580925837,0.18445003313922914,0.10065917763233889,1.832421419266301,0.06688865929782813,0.26129215315346804,25131,26030,26478,34422
ENSMUSG00000032657,Entrep3,68521,endosomal transmembrane epsin interactor 3,2684.048555976073,-0.32136337536868076,0.17537602756867032,-1.8324247608063056,0.06688816184112903,0.26129215315346804,2478,3433,2267,2643
ENSMUSG00000031953,Tmem170,66817,transmembrane protein 170,205.69011785320853,-0.7410920974613084,0.404720845635777,-1.831119166340753,0.06708275836303922,0.261946015830187,235,274,122,199
ENSMUSG00000019813,Cep57l1,103268,centrosomal protein 57-like 1,162.51740573941132,-0.7822666900144659,0.4275257379900249,-1.8297534405582803,0.06728681581360536,0.2626382281259556,177,230,113,133
ENSMUSG00000018286,Psmb6,19175,"proteasome (prosome, macropain) subunit, beta type 6",3637.7317824868715,0.24302421145800113,0.13283421575915355,1.829530216059972,0.06732021702024314,0.2626640381549877,3207,3369,3500,4657
ENSMUSG00000023104,Rfc2,19718,replication factor C (activator 1) 2,1603.0027270764206,0.3174572330776921,0.1735567191770446,1.8291267234307136,0.06738062647078874,0.2627951640994764,1361,1457,1540,2146
ENSMUSG00000074088,Snrnp40,66585,small nuclear ribonucleoprotein 40 (U5),2419.1236390846775,0.24785171917041748,0.13554523493195092,1.8285535400403332,0.0674665180921048,0.26302553077259944,2129,2236,2425,2991
ENSMUSG00000024797,Vps51,68505,VPS51 GARP complex subunit,741.7223417043957,-0.47094075511645717,0.2577276083582068,-1.8272809735692448,0.06765753444471564,0.26360562544969923,815,886,683,580
ENSMUSG00000048271,Rbm33,381626,RNA binding motif protein 33,1806.161462552935,-0.580609624598132,0.3177584895182003,-1.827204130654317,0.06766908304506812,0.26360562544969923,2611,1624,1705,1214
ENSMUSG00000006014,Prg4,96875,"proteoglycan 4 (megakaryocyte stimulating factor, articular superficial zone protein)",176.20484270623558,-0.7528399946394274,0.41209907638191184,-1.826842227478653,0.0677234947076836,0.2637128139828585,221,215,113,159
ENSMUSG00000053716,Dusp7,235584,dual specificity phosphatase 7,2909.7201732181047,-0.2371793009000352,0.12985162608654788,-1.8265408608895815,0.06776883223399706,0.26378459708389884,3005,3210,2444,3068
ENSMUSG00000027650,Tti1,75425,TELO2 interacting protein 1,221.85740119844303,3.269417241289174,1.7914442013368255,1.8250176248020697,0.06799836970919836,0.2645730218248769,44,38,737,26
ENSMUSG00000030611,Mrps11,67994,mitochondrial ribosomal protein S11,545.623320047191,0.4494592678524655,0.24642215640229678,1.8239401619337354,0.06816111909452209,0.2651010601831769,421,491,565,737
ENSMUSG00000004221,Ikbkg,16151,inhibitor of kappaB kinase gamma,961.5567411443712,-0.45953633033586555,0.25199300579970413,-1.8236074802057267,0.06821143490966601,0.265191234922342,1247,938,813,845
ENSMUSG00000021619,Atg10,66795,autophagy related 10,154.9840593992161,0.7959130413227788,0.43659457669996055,1.8230025836297814,0.06830299958507403,0.265191234922342,118,105,179,227
ENSMUSG00000028998,Tomm7,66169,translocase of outer mitochondrial membrane 7,2110.0849913195398,0.28995175916209154,0.15906128043051812,1.822893405468024,0.06831953691115103,0.265191234922342,1760,1992,2032,2775
ENSMUSG00000030220,Arhgdib,11857,"Rho, GDP dissociation inhibitor (GDI) beta",3793.16826382999,0.32759172406656784,0.17967318915134786,1.823264370237346,0.06826335990995723,0.265191234922342,2884,3780,3518,5257
ENSMUSG00000044709,Gemin7,69731,gem nuclear organelle associated protein 7,753.8069063016732,0.4271152673871362,0.23426885627392022,1.8231841576403531,0.06827550367486739,0.265191234922342,543,731,827,951
ENSMUSG00000069793,Slfn9,237886,schlafen 9,61.87103678387154,1.8461035953175566,1.012899764376323,1.8225925804753897,0.06836512020665492,0.26526315932973943,12,42,149,40
ENSMUSG00000015961,Adss,11566,"adenylosuccinate synthetase, non muscle",3827.4555425876,0.22630419046680786,0.12421271309739404,1.8219084409609896,0.06846887933050315,0.265451533018685,3230,3743,3939,4549
ENSMUSG00000037257,Aagab,66939,alpha- and gamma-adaptin binding protein,1629.0543399236356,0.308075656597991,0.16909636536977535,1.821894018385904,0.06847106810390254,0.265451533018685,1476,1392,1633,2089
ENSMUSG00000076474,Trbv17,100124681,"T cell receptor beta, variable 17",273.5600166817939,-0.6650915458991298,0.36508646150128404,-1.8217370843174654,0.06849488817310281,0.265451533018685,343,318,168,273
ENSMUSG00000021559,Dapk1,69635,death associated protein kinase 1,160.1405228585541,-1.0844733438719503,0.595765544632275,-1.8203022206349997,0.06871299341069902,0.26577155834000155,169,263,139,65
ENSMUSG00000022023,Wbp4,22380,WW domain binding protein 4,1619.6327440026696,0.3032286404017776,0.16657747602506726,1.8203459893710152,0.06870633195191755,0.26577155834000155,1302,1566,1634,2059
ENSMUSG00000024853,Sf3b2,319322,"splicing factor 3b, subunit 2",790.4022646725743,-0.4829186567612186,0.26529064076219694,-1.820338084199889,0.06870753505389197,0.26577155834000155,1005,805,697,647
ENSMUSG00000037434,Slc30a1,22782,"solute carrier family 30 (zinc transporter), member 1",786.4159002765823,-0.47272563650491345,0.2596071212866566,-1.8209270768922117,0.06861794261215644,0.26577155834000155,945,854,718,621
ENSMUSG00000038346,Zfp384,269800,zinc finger protein 384,2507.4054609426166,-0.32187838304855915,0.17679378122662892,-1.820643129047332,0.06866112229309866,0.26577155834000155,2974,2504,2007,2598
ENSMUSG00000031583,Wrn,22427,Werner syndrome RecQ like helicase,434.5085447023818,-1.1027802388411139,0.6059370815586856,-1.8199583296740496,0.06876535096248579,0.2658691901368979,537,635,431,107
ENSMUSG00000020170,Frs2,327826,fibroblast growth factor receptor substrate 2,1181.4525550742767,-0.46519240792307354,0.25572455909303965,-1.8191151040515576,0.06889387119563292,0.2661777641710276,1355,1346,1136,872
ENSMUSG00000020528,Prpsap2,212627,phosphoribosyl pyrophosphate synthetase-associated protein 2,555.6838529820518,0.6304142648476598,0.34655693403556015,1.8190784916829081,0.06889945593738583,0.2661777641710276,361,504,475,944
ENSMUSG00000021704,Mtx3,382793,metaxin 3,404.0221467047938,-0.5311267506108003,0.2923093168890854,-1.8170024693818856,0.06921673523577389,0.2672981839254679,440,504,279,407
ENSMUSG00000053702,Nebl,74103,nebulette,108.74220737594692,1.5654826183912842,0.8617379139904978,1.8166574697194378,0.069269577774723,0.26739693310281853,88,18,212,112
ENSMUSG00000054894,Dmac2l,68055,distal membrane arm assembly complex 2 like,95.99203995443598,-1.0426961676451723,0.5740927514347349,-1.8162503620527073,0.06933197581922941,0.2675324765476365,123,132,72,55
ENSMUSG00000071711,Mpst,246221,mercaptopyruvate sulfurtransferase,1075.6809507079465,0.3971713068342263,0.21884898009949028,1.81481908964652,0.06955171576777706,0.2682748123930189,766,1075,1151,1367
ENSMUSG00000037509,Arhgef4,226970,Rho guanine nucleotide exchange factor (GEF) 4,205.10897980566725,-0.6863298828196904,0.3782289965747157,-1.814588223100743,0.06958721367672549,0.26830618564698916,246,253,158,164
ENSMUSG00000004393,Ddx56,52513,DEAD box helicase 56,71.46547359058489,-1.1869725561003854,0.6547377048852957,-1.8128978173150003,0.06984758295835714,0.2690984482933956,82,115,34,57
ENSMUSG00000058230,Arhgap35,232906,Rho GTPase activating protein 35,231.78090943552778,-0.7377738145227539,0.40695449867781314,-1.812914753172077,0.0698449704073467,0.2690984482933956,219,357,157,202
ENSMUSG00000017428,Psmd11,69077,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 11",1255.4085626715178,0.381455398365578,0.21055768186773668,1.81164322755601,0.07004134106087086,0.26973894308791785,899,1263,1325,1602
