gene_id,gene_symbol,gene_entrez,gene_desc,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,55-CD8_S42_L002,56-CD8_S44_L002,SRR6927755,SRR6927757
ENSMUSG00000037972,Snn,20621,stannin,182.46341625531124,-1.8351285473259145,0.7001424426531451,-2.6210788484294882,0.00876519867855566,0.049428328210818995,124,108,220,117
ENSMUSG00000052253,Zfp622,52521,zinc finger protein 622,2162.6434468982948,0.7525229499996869,0.2871594618952359,2.6205751502425825,0.008778158046012166,0.04944527563772343,3854,4042,911,1346
ENSMUSG00000059878,Zfp422,67255,zinc finger protein 422,909.3812313592775,-0.6989141214170318,0.26671467526517856,-2.6204561887048134,0.008781221238573188,0.04944527563772343,1051,970,514,1190
ENSMUSG00000063787,Chchd1,66121,coiled-coil-helix-coiled-coil-helix domain containing 1,686.4936034657369,0.8291721074145334,0.3164430798599818,2.620288324147968,0.008785545281027853,0.04944527563772343,1135,1420,221,532
ENSMUSG00000070394,Tmem256,69186,transmembrane protein 256,168.23661408637085,1.399384881822837,0.5340875483433636,2.620141372259021,0.008789332193266936,0.04944527563772343,327,380,60,63
ENSMUSG00000025034,Trim8,93679,tripartite motif-containing 8,3216.5376413750705,0.6095957182071176,0.2327808332032669,2.6187539146524643,0.00882515857100506,0.049617002632539556,5754,5562,1319,2375
ENSMUSG00000049907,Rasl11b,68939,"RAS-like, family 11, member B",151.59808631145268,1.1772827392916303,0.44971566845221606,2.6178379404557504,0.008848881932143102,0.04972051846746193,294,318,44,95
ENSMUSG00000024947,Men1,17283,multiple endocrine neoplasia 1,250.65184957576486,-0.9533432128150915,0.36436671026164946,-2.616438840229124,0.008885228037706637,0.04989479283801549,253,244,165,321
ENSMUSG00000031715,Smarca5,93762,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5",3402.9432928761744,0.6277431401991539,0.23995498849416544,2.6160870592378522,0.008894387629049743,0.049916284529697034,6430,5616,1204,2863
ENSMUSG00000052533,Nup188,227699,nucleoporin 188,50.18547283654172,-2.058377830927281,0.7870540551783849,-2.6152941051307486,0.008915065323096858,0.05000235260006572,31,26,26,108
ENSMUSG00000004837,Grap,71520,GRB2-related adaptor protein,3550.529846561715,0.6391245143886404,0.24443674879644345,2.6146826020864653,0.008931040668588741,0.050061959100993536,6421,6171,1482,2499
ENSMUSG00000026663,Atf6,226641,activating transcription factor 6,409.0997223228032,1.0868584761414957,0.4158020857721584,2.6138841370243804,0.008951938831297657,0.05014460005206497,890,729,162,192
ENSMUSG00000032038,St3gal4,20443,"ST3 beta-galactoside alpha-2,3-sialyltransferase 4",707.975712411755,0.9666672719914684,0.36984485711867454,2.613710190598345,0.008956497306596797,0.05014460005206497,1382,1342,293,357
ENSMUSG00000043279,Trim56,384309,tripartite motif-containing 56,5939.480592326336,-0.8306927615368033,0.31828366768779565,-2.6099132499366244,0.009056518574831696,0.05067188722787761,6544,5917,2802,9425
ENSMUSG00000044617,Zbtb39,320080,zinc finger and BTB domain containing 39,386.0195040592899,-0.9154336886081073,0.35077783933216355,-2.6097249767858104,0.009061504029427105,0.05067188722787761,452,329,239,516
ENSMUSG00000024290,Rock1,19877,Rho-associated coiled-coil containing protein kinase 1,3555.3875169353705,0.7917294082164773,0.3034012014553151,2.609513094934409,0.00906711757043811,0.05067300750857978,6974,6167,1002,3137
ENSMUSG00000031391,L1cam,16728,L1 cell adhesion molecule,225.76154169990463,1.2407196083625,0.47588933012135715,2.6071599631076046,0.009129669849628423,0.05094406731489099,574,355,53,158
ENSMUSG00000059142,Zfp945,240041,zinc finger protein 945,280.0486251476394,-0.9290898232715441,0.35637254791546963,-2.6070746153318214,0.009131945834247097,0.05094406731489099,279,282,189,345
ENSMUSG00000010067,Rassf1,56289,Ras association (RalGDS/AF-6) domain family member 1,1142.8558045401244,0.7709068127308822,0.2957488019145613,2.6066270014969968,0.009143890729503746,0.05098032228641129,2141,2053,474,714
ENSMUSG00000027834,Serpini1,20713,"serine (or cysteine) peptidase inhibitor, clade I, member 1",327.72530603305063,1.1888347261152175,0.4562402225400028,2.6057209938586277,0.009168110884297316,0.05108493213565903,688,636,129,136
ENSMUSG00000051650,B3gnt2,53625,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2",779.1326901212561,-0.839194588303745,0.32210356195070666,-2.605356436363072,0.009177872685751333,0.05110890315961822,929,700,546,874
ENSMUSG00000030527,Crtc3,70461,CREB regulated transcription coactivator 3,1952.577024556512,-0.6617015173039975,0.2541520218451805,-2.6035658205665597,0.009225955046776365,0.051288009777863824,2200,2202,1274,2159
ENSMUSG00000032481,Smarcc1,20588,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 1",360.9001139962258,1.482967807239961,0.5695320467752111,2.6038355798181705,0.00921869700621471,0.051288009777863824,958,599,48,279
ENSMUSG00000110185,Igip,109169,IgA inducing protein,248.1736899474031,-0.9732736219019698,0.3739487040590925,-2.60269285957512,0.00924947757292858,0.05138537659358127,237,251,149,350
ENSMUSG00000040247,Tbc1d10c,108995,"TBC1 domain family, member 10c",7918.256941611207,0.6501252002235999,0.25002336512670015,2.6002577794845165,0.009315375572115163,0.051720777420266935,13218,14916,3290,5544
ENSMUSG00000075289,Carns1,107239,carnosine synthase 1,578.3006146744349,-0.905437239749433,0.3483303046302639,-2.599363959189574,0.009339668986569327,0.05182492079625102,607,564,438,606
ENSMUSG00000049517,Rps23,66475,ribosomal protein S23,20512.761807425075,-0.8540281439196158,0.3285903109682744,-2.5990667265964293,0.009347760076465374,0.05183908890745994,19620,22873,16030,19768
ENSMUSG00000020263,Appl2,216190,"adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 2",800.6625194620052,-0.8385323401572798,0.32278812362651843,-2.5977794063064805,0.009382874988008851,0.052003015253256873,862,813,408,1211
ENSMUSG00000025019,Lcor,212391,ligand dependent nuclear receptor corepressor,637.2686611711213,-1.3473082150777276,0.518894608697559,-2.5964968463625233,0.009417977023969844,0.05216667628484125,568,482,232,1350
ENSMUSG00000056228,Cars2,71941,cysteinyl-tRNA synthetase 2 (mitochondrial)(putative),758.1853935952554,0.7514835170629188,0.2894505659284485,2.5962413120611547,0.009424984650903023,0.052174619347784265,1545,1230,273,567
ENSMUSG00000042579,4632404H12Rik,74034,RIKEN cDNA 4632404H12 gene,358.34720257400124,-1.2113398348038074,0.4667167551289383,-2.5954496415479116,0.009446724505950223,0.052264059160874725,317,314,158,674
ENSMUSG00000030678,Maz,17188,MYC-associated zinc finger protein (purine-binding transcription factor),5495.223397796988,0.5700142658396838,0.2196489956240683,2.5951143742777205,0.009455944665656314,0.05226641493507106,9780,9346,2243,4222
ENSMUSG00000079426,Arpc4,68089,"actin related protein 2/3 complex, subunit 4",5329.46905217143,0.5761763846341702,0.22203088016583966,2.5950281519571132,0.009458317156287829,0.05226641493507106,8942,9623,2083,4262
ENSMUSG00000076770,Trav8d-1,667476,T cell receptor alpha variable 8D-1,85.48988609459383,1.8961299601353026,0.7308292699828696,2.594490995386306,0.009473109499723196,0.0523172731722176,264,129,24,24
ENSMUSG00000078247,Airn,104103,antisense Igf2r RNA,138.39811576363587,-1.7685541579035262,0.6817706776759888,-2.5940601668762744,0.009484988663456201,0.05235199226333344,71,112,54,316
ENSMUSG00000068284,Usf3,207806,upstream transcription factor family member 3,1628.907009129575,-1.0656163305558988,0.41089140060346524,-2.5934257299881587,0.009502506074747313,0.052417772166004475,1695,1379,689,2986
ENSMUSG00000004394,Tmed4,103694,transmembrane p24 trafficking protein 4,95.47395605773383,-1.4027697793904315,0.5413947667852471,-2.591029439977691,0.009568930516072043,0.05262911783839623,86,67,64,145
ENSMUSG00000031681,Smad1,17125,SMAD family member 1,109.28835052893444,-1.4485979378531288,0.5590800946654286,-2.5910382996554655,0.009568684167851794,0.05262911783839623,65,105,79,157
ENSMUSG00000048490,Nrip1,268903,nuclear receptor interacting protein 1,1410.0018218463936,-0.8154602892050119,0.3147005158619185,-2.591226414013291,0.00956345487910126,0.05262911783839623,1504,1474,696,2159
ENSMUSG00000061518,Cox5b,12859,cytochrome c oxidase subunit 5B,2815.4150154452304,0.6425609399845467,0.24798004592973394,2.591180018438333,0.009564744367669936,0.05262911783839623,5552,4458,1102,2125
ENSMUSG00000070031,Sp140,434484,Sp140 nuclear body protein,172.94222923411144,-1.1163907353999414,0.4308078565595908,-2.5913889879246397,0.009558937628247863,0.05262911783839623,175,143,123,220
ENSMUSG00000051469,Zfp24,59057,zinc finger protein 24,217.72534610247527,1.1140917112553403,0.4302114957659014,2.589637241729056,0.009607711691164268,0.05281138528537212,518,352,66,139
ENSMUSG00000020850,Prpf8,192159,pre-mRNA processing factor 8,8020.067250296898,-0.8969851730285381,0.3464169573559997,-2.589322358451235,0.009616502510124943,0.05282196225142584,10670,5727,4813,10944
ENSMUSG00000087590,Epb41l4aos,69749,"erythrocyte membrane protein band 4.1 like 4a, opposite strand",371.1595636984883,1.0079434817578106,0.3892929977224818,2.5891641710862485,0.009620921444149243,0.05282196225142584,701,739,146,194
ENSMUSG00000073678,Pgap1,241062,post-GPI attachment to proteins 1,386.57864297666544,-0.9314054826205359,0.3598261456697094,-2.588487506617957,0.009639844379154426,0.05289483190695462,345,429,219,562
ENSMUSG00000020137,Thap2,66816,"THAP domain containing, apoptosis associated protein 2",504.11760412551837,-0.7903727795393529,0.3055327090266651,-2.5868679725232755,0.009685269488385027,0.05311295118967325,526,550,289,681
ENSMUSG00000029458,Brap,72399,BRCA1 associated protein,271.6835284376914,1.0528934312864395,0.40707568681230916,2.586480758729023,0.009696158384080555,0.053141533157715505,444,621,84,180
ENSMUSG00000025736,Jmjd8,72106,jumonji domain containing 8,292.24353757923603,-1.3427130300556211,0.5191904348396392,-2.5861667318088033,0.00970499719298696,0.05315885238358744,152,326,236,352
ENSMUSG00000020827,Mink1,50932,misshapen-like kinase 1 (zebrafish),990.4240553318867,-1.6360060050843694,0.632972744608477,-2.584638942228571,0.0097481019143858,0.05336373217576928,1172,247,607,1745
ENSMUSG00000042197,Zfp451,98403,zinc finger protein 451,676.365818075126,-0.9048585756055236,0.35019133148860443,-2.5838976988925513,0.009769076602044235,0.05344729752877621,833,542,467,801
ENSMUSG00000020253,Ppm1m,67905,protein phosphatase 1M,919.8482642108787,1.516093493037853,0.5867926422269095,2.5836954725338694,0.00977480590523652,0.05344740541992936,1955,2009,370,193
ENSMUSG00000045538,Ddx28,71986,DEAD box helicase 28,371.1254297654866,0.9167069810781396,0.35498735606560333,2.582365161503746,0.009812569831201242,0.05362257220658192,798,619,114,278
ENSMUSG00000050600,Zfp831,100043757,zinc finger protein 831,2002.1495623396756,-0.7685494608745012,0.29781274690416726,-2.5806466273312725,0.009861546791231402,0.053858774511503595,2187,2129,996,2990
ENSMUSG00000006498,Ptbp1,19205,polypyrimidine tract binding protein 1,5555.1853204965355,0.5795038466184725,0.2246128044418983,2.5800125155748885,0.009879673447996557,0.053926310872708896,9541,9837,2043,4693
ENSMUSG00000026520,Pycr2,69051,"pyrroline-5-carboxylate reductase family, member 2",1087.5043060933235,0.7762479619544616,0.30090546053836503,2.579707129826217,0.009888413761370509,0.05394256481363015,1859,2132,443,692
ENSMUSG00000031245,Hmgn5,50887,high-mobility group nucleosome binding domain 5,533.7711574299925,1.1925041960001237,0.46255219907642947,2.5780964794485413,0.009934625568770698,0.0541502185126078,1241,930,99,443
ENSMUSG00000050052,Tdrp,72148,testis development related protein,160.5100565626087,-1.3530070299373798,0.5248327676382503,-2.577977430841289,0.009938048862798868,0.0541502185126078,132,130,146,161
ENSMUSG00000047446,Arl4a,11861,ADP-ribosylation factor-like 4A,507.52187958701006,0.8081805174438976,0.3138161870656288,2.575330880796413,0.010014423386007342,0.05453462322071828,934,945,197,333
ENSMUSG00000049659,Aftph,216549,aftiphilin,510.5535631729638,-0.8341679948622469,0.32395696625710835,-2.5749345800460723,0.010025904779732142,0.054565403862251505,565,503,357,573
ENSMUSG00000024104,Washc2,28006,WASH complex subunit 2,330.366402320184,-1.52179262277785,0.5911480376833916,-2.574300388006862,0.010044302614033785,0.05463376918650218,276,223,114,744
ENSMUSG00000031200,Mtcp1,17763,mature T cell proliferation 1,92.05687624145428,-1.4032837062240329,0.5451599471817801,-2.5740770456053275,0.010050788905281669,0.054637302521685076,79,68,70,123
ENSMUSG00000015314,Slamf6,30925,SLAM family member 6,3427.678886231605,0.7252696739779916,0.2819154504577252,2.572649611081709,0.010092332518131172,0.0548312969833,6527,5916,1466,2147
ENSMUSG00000043263,Ifi209,236312,interferon activated gene 209,825.6895878785126,1.1954036504981338,0.46547883935364864,2.5681159903166364,0.010225293506297313,0.05548925942750675,1702,1650,140,712
ENSMUSG00000002250,Ppard,19015,peroxisome proliferator activator receptor delta,56.18276013988435,1.969836583798873,0.7671284166970627,2.567805521114931,0.010234455668099758,0.05550680156957232,173,89,11,23
ENSMUSG00000038085,Cnbd2,70873,cyclic nucleotide binding domain containing 2,89.0303461732487,-2.0817241694282442,0.8113376690467069,-2.56579257792159,0.010294036512271594,0.055797611923204635,28,70,102,78
ENSMUSG00000015748,Prpf3,70767,pre-mRNA processing factor 3,946.6326607358416,-1.0236566955681885,0.3991467199219792,-2.5646125709570695,0.010329106736810745,0.055955305650049414,665,1146,514,1477
ENSMUSG00000029217,Tec,21682,tec protein tyrosine kinase,455.6001072634008,-0.8269002338640581,0.32247289012308544,-2.5642472877283935,0.01033998461571483,0.055981836892831996,522,435,304,539
ENSMUSG00000015363,Trabd,67976,TraB domain containing,971.2756957089782,-0.9289535638832531,0.36244446822273113,-2.5630231534183276,0.010376512846605427,0.05614713107345283,1188,765,725,1053
ENSMUSG00000100801,Gm15459,727711,heat shock protein 8 pseudogene,204.44290625223346,-1.3637325245931426,0.5323806051425485,-2.5615743913661055,0.010419892319231084,0.05634928480665637,112,220,120,341
ENSMUSG00000020224,Llph,66225,"LLP homolog, long-term synaptic facilitation (Aplysia)",959.1738903734658,-0.7833478993774805,0.3062693287169006,-2.5577092641280004,0.01053641417295671,0.05694652025002758,976,1077,500,1394
ENSMUSG00000058706,0610030E20Rik,68364,RIKEN cDNA 0610030E20 gene,1576.5134758631693,-0.7187983597745848,0.28120274354625835,-2.5561569944510203,0.010583535661819764,0.05716819234292833,1797,1677,814,2242
ENSMUSG00000032216,Nedd4,17999,"neural precursor cell expressed, developmentally down-regulated 4",288.8849817034151,-1.586392753304648,0.6206669922754828,-2.5559483153576954,0.010589884702346949,0.057169498672819945,230,192,95,670
ENSMUSG00000039852,Rere,68703,arginine glutamic acid dipeptide (RE) repeats,4311.149751056141,-0.6693504020711604,0.26199322632153194,-2.5548385791077597,0.010623705257201396,0.0573190230044163,4928,4769,2207,6033
ENSMUSG00000035382,Pcsk7,18554,proprotein convertase subtilisin/kexin type 7,1232.5461457553251,0.6493885309969224,0.2542489000548922,2.554144898391772,0.010644894773130163,0.057367219327156854,2322,2064,485,920
ENSMUSG00000047824,Pygo2,68911,pygopus 2,533.0835605486124,-2.123294449479538,0.8312480660650347,-2.5543451301255926,0.010638774539779053,0.057367219327156854,52,520,469,767
ENSMUSG00000078920,Ifi47,15953,interferon gamma inducible protein 47,4653.277754591064,0.7780870412793086,0.3046650489261548,2.5539097576890173,0.010652086022589349,0.05737294433685782,8625,8489,2024,2685
ENSMUSG00000004936,Map2k1,26395,mitogen-activated protein kinase kinase 1,1255.0167343450485,0.714099188446711,0.27992862987925143,2.551004478372724,0.010741294558771354,0.0577869300946314,2185,2350,516,839
ENSMUSG00000111118,Gm6545,625046,"family with sequence similarity 111, member A pseudogene",196.81061138069276,1.2476589463495025,0.48904747353257916,2.551202109965274,0.010735205160313678,0.0577869300946314,435,375,40,149
ENSMUSG00000001785,Pwp1,103136,"PWP1 homolog, endonuclein",108.26879792772618,-2.0062399597761456,0.7868995068242892,-2.549550409394435,0.010786191636524103,0.0579951406717416,29,96,55,233
ENSMUSG00000044533,Rps2,16898,ribosomal protein S2,44333.115122388466,0.6585170034104341,0.25836843473918336,2.548751762479,0.010810922255337833,0.05809474353169774,73569,84300,18762,30081
ENSMUSG00000020530,Ggnbp2,217039,gametogenetin binding protein 2,2087.683174782661,0.6259388119472415,0.24561055889112826,2.548501232085471,0.010818690470235006,0.05810313338604124,3989,3399,758,1719
ENSMUSG00000022801,Lrch3,70144,leucine-rich repeats and calponin homology (CH) domain containing 3,141.60105858905337,-2.1738618508289087,0.853143452608851,-2.5480613420655063,0.010832342178667145,0.05814309354042612,103,48,35,391
ENSMUSG00000037916,Ndufv1,17995,NADH:ubiquinone oxidoreductase core subunit V1,362.65509334386235,-1.1335976056017132,0.4449499866611874,-2.547696684088014,0.010843670714205396,0.058170545304112725,431,234,207,569
ENSMUSG00000020183,Cpm,70574,carboxypeptidase M,994.2494854705433,-0.7542344635166188,0.29614135839955325,-2.5468731135453475,0.010869294673726045,0.0582435215044162,1040,1112,689,1077
ENSMUSG00000076498,Trbc2,100125263,"T cell receptor beta, constant 2",18651.901746645897,0.5453050914627534,0.2141088223014548,2.5468595156484977,0.010869718199787963,0.0582435215044162,31121,33296,7408,15057
ENSMUSG00000076469,Trbv13-2,100124675,"T cell receptor beta, variable 13-2",1150.0256679396164,-0.9060197354624806,0.3557692941644134,-2.5466496134536483,0.0108762577666538,0.05824522251352759,1210,1124,537,1890
ENSMUSG00000044982,Sft2d3,67158,SFT2 domain containing 3,210.95446790232808,-0.9984894844614319,0.3922732098933733,-2.545393004872392,0.010915480971169466,0.05838846706920992,200,210,129,296
ENSMUSG00000050212,Eva1b,230752,eva-1 homolog B (C. elegans),599.3887141253616,0.8168175488425536,0.32088484766309633,2.5455161089443132,0.010911632910454595,0.05838846706920992,973,1249,212,431
ENSMUSG00000049091,Sephs2,20768,selenophosphate synthetase 2,908.3179004363222,0.7458913545971602,0.293075562490011,2.54504793323593,0.010926273855879694,0.05841282099651046,1701,1611,373,590
ENSMUSG00000027671,Actl6a,56456,actin-like 6A,180.72290205660818,-1.2121514235206905,0.4764321330757715,-2.5442268465294946,0.010951993313024508,0.05848873423885369,123,193,129,239
ENSMUSG00000039671,Zmynd8,228880,"zinc finger, MYND-type containing 8",1450.2663979878746,1.0136537177607765,0.39841813913848534,2.5441957034201264,0.010952969887908398,0.05848873423885369,2965,2692,306,1287
ENSMUSG00000070501,Ifi214,545384,interferon activated gene 214,1658.711771635203,0.7968880175776594,0.31326816955913644,2.5437886610028815,0.010965740900645261,0.05852354650566721,3440,2706,482,1427
ENSMUSG00000032202,Rab27a,11891,"RAB27A, member RAS oncogene family",1902.663536574312,0.7060044196786516,0.27764171283365,2.542861490346937,0.010994880418839042,0.058612229840975104,3989,2897,715,1418
ENSMUSG00000027940,Tpm3,59069,"tropomyosin 3, gamma",2410.7341512464186,-0.6963698940354269,0.273977657662181,-2.5417032176180676,0.011031379763890195,0.058773332936696704,3105,2265,1512,2845
ENSMUSG00000025137,Pcyt2,68671,"phosphate cytidylyltransferase 2, ethanolamine",465.6693752953087,0.9311443798782045,0.3666383309764027,2.5396809367925424,0.011095363743683018,0.059080602960532844,734,1041,145,341
ENSMUSG00000027613,Eif6,16418,eukaryotic translation initiation factor 6,141.48077279401997,-1.3198724315535717,0.5197866249669848,-2.5392581650930435,0.01110878162445873,0.059118422277747676,125,110,123,151
ENSMUSG00000037652,Phc3,241915,polyhomeotic 3,2853.5241250185854,-0.8249358999641218,0.32492604748698245,-2.538842011418525,0.011122003538573634,0.05915515632078851,3176,2828,1347,4515
ENSMUSG00000074733,Zfp950,414758,zinc finger protein 950,508.4555352559421,-0.8535235161145958,0.3366041050593099,-2.535689563156707,0.01122261706611678,0.059622541632190225,588,470,277,737
ENSMUSG00000101523,Csnk2a1-ps3,100039026,"casein kinase 2, alpha 1 polypeptide, pseudogene 3",87.98518886293762,-2.3074455840759134,0.9099340272324022,-2.5358383300535468,0.01121785091118395,0.059622541632190225,58,29,23,245
ENSMUSG00000017756,Slc12a7,20499,"solute carrier family 12, member 7",9551.311336048882,-0.620414775654349,0.24473889815129962,-2.5350068188621306,0.011244513722130757,0.05970498749453546,10049,11845,5246,12326
ENSMUSG00000078153,Psme2b,621823,"protease (prosome, macropain) activator subunit 2B",417.6120135780039,1.277133968543679,0.5038539953534514,2.534730259800312,0.011253394186167977,0.05971826699360456,1096,636,76,329
ENSMUSG00000059146,Ntrk3,18213,"neurotrophic tyrosine kinase, receptor, type 3",406.90558981074133,-1.0759989224130275,0.4246074246942843,-2.5341029379967686,0.011273560924704468,0.05979139026411248,274,485,271,545
ENSMUSG00000022661,Cd200,17470,CD200 molecule,174.13361753920145,1.3875281558435957,0.5477226677010641,2.533267724097335,0.011300460647606916,0.05987938874833262,254,475,54,82
ENSMUSG00000033373,Fntb,110606,"farnesyltransferase, CAAX box, beta",80.10272167998617,1.6058290418470327,0.6339155917933759,2.5331906371068578,0.011302946257697226,0.05987938874833262,138,212,19,40
ENSMUSG00000021928,Ebpl,68177,emopamil binding protein-like,80.69955074520662,-1.8192520224923552,0.7184008066322821,-2.532363557636636,0.011329645352817396,0.059986883567716996,72,32,77,93
ENSMUSG00000025204,Ndufb8,67264,NADH:ubiquinone oxidoreductase subunit B8,219.1805095348569,-1.1269667307833966,0.44553660021302044,-2.52945937605254,0.011423839780285954,0.060417267900145094,209,191,179,233
ENSMUSG00000068739,Sars,20226,seryl-aminoacyl-tRNA synthetase,808.7165346565639,-1.084470682067384,0.42887051583002195,-2.5286669100311894,0.01144966310719956,0.060519647852340534,629,878,364,1446
ENSMUSG00000042724,Map3k9,338372,mitogen-activated protein kinase kinase kinase 9,94.84955437760074,-1.8022290068245963,0.7129822338032268,-2.527733401169133,0.01148014891587627,0.06064654289024705,44,78,100,89
ENSMUSG00000022387,Brd1,223770,bromodomain containing 1,3651.77506887178,-0.6112874668947368,0.24193474603722281,-2.5266625687601207,0.011515208031498326,0.06079744071227063,3870,4533,2123,4449
ENSMUSG00000105504,Gbp5,229898,guanylate binding protein 5,849.377314397656,0.6816784732151738,0.26986457806613035,2.526002034428277,0.011536881316524776,0.0608775343878176,1581,1469,299,687
ENSMUSG00000024811,Tnks2,74493,"tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase 2",430.14675699818446,-1.6788905730392782,0.6651041525264673,-2.5242521290264657,0.011594473851214851,0.06111789544978184,290,307,113,1077
ENSMUSG00000029430,Ran,19384,"RAN, member RAS oncogene family",806.7761812120009,1.3696565533924052,0.542733144014464,2.5236279901046608,0.011615077022237142,0.06111789544978184,1905,1493,103,685
ENSMUSG00000039908,Slc26a11,268512,"solute carrier family 26, member 11",519.6979227695984,0.8948281619022006,0.35454188368605755,2.5238997226476063,0.011606102991371084,0.06111789544978184,990,975,212,292
ENSMUSG00000085741,5430405H02Rik,74487,RIKEN cDNA 5430405H02 gene,175.53692493896807,-1.2548784751381843,0.49722551617868455,-2.5237612196217767,0.011610676317236343,0.06111789544978184,157,144,153,180
ENSMUSG00000108621,Gm33989,102637087,"predicted gene, 33989",419.66080633989804,-0.8072342746021527,0.31983881115703794,-2.5238784238908645,0.011606806165532519,0.06111789544978184,486,404,259,534
ENSMUSG00000059208,Hnrnpm,76936,heterogeneous nuclear ribonucleoprotein M,2904.153927941684,-1.1865309317690091,0.47024167022464286,-2.523236469456614,0.011628017909153392,0.06115161553235107,2889,2285,1057,5888
ENSMUSG00000030177,Ccdc77,67200,coiled-coil domain containing 77,180.8000440210895,-1.1163277958276743,0.4424753421570591,-2.5229152666125914,0.011638644140386845,0.061173131835014743,161,172,101,286
ENSMUSG00000034793,G6pc3,68401,"glucose 6 phosphatase, catalytic, 3",251.91295438434292,-1.956670242328969,0.7756780464912104,-2.5225288393554415,0.01165143958276807,0.06120601904281251,46,251,247,292
ENSMUSG00000025231,Sufu,24069,SUFU negative regulator of hedgehog signaling,126.66432829829768,1.6613514066452326,0.6588395576686431,2.5216327515671018,0.011681159024741143,0.06129334620549431,314,250,15,89
ENSMUSG00000000301,Pemt,18618,phosphatidylethanolamine N-methyltransferase,50.904408544723744,-1.77163173094679,0.7026308206983204,-2.521426158314585,0.011688020381204138,0.06129499091790024,32,35,41,73
ENSMUSG00000030213,Atf7ip,54343,activating transcription factor 7 interacting protein,1148.4531641627523,-1.5120514789255304,0.5999324688342612,-2.5203694706899644,0.011723170936391704,0.06141052217994557,914,825,314,2752
ENSMUSG00000074604,Mgst2,211666,microsomal glutathione S-transferase 2,612.8726839098515,-0.8030122128282802,0.31859892617333635,-2.5204485855404135,0.011720535948955016,0.06141052217994557,739,565,346,844
ENSMUSG00000029725,Ppp1r35,69871,"protein phosphatase 1, regulatory subunit 35",418.13272440041095,0.7953887306441542,0.31561420949015906,2.520129660603746,0.011731161226166275,0.061418009081735184,760,785,144,314
ENSMUSG00000024018,Ccdc167,68597,coiled-coil domain containing 167,466.4432211174364,-0.7705799187694351,0.3059702954081016,-2.5184795071091446,0.011786274194613578,0.06163760488032274,493,510,298,562
ENSMUSG00000022009,Nufip1,27275,nuclear FMR1 interacting protein 1,460.9972965489005,0.806190850218909,0.3203158125798624,2.516862479331726,0.01184050345659653,0.06188662917766618,854,852,179,303
ENSMUSG00000022503,Nubp1,26425,nucleotide binding protein 1,1097.2716259365175,0.6946220096091106,0.2760459171139515,2.516327779346837,0.011858483977539204,0.06194602037597348,1909,2036,447,756
ENSMUSG00000044502,Bod1,69556,biorientation of chromosomes in cell division 1,48.238600727152075,-1.9791839942858587,0.7867407643875212,-2.515674900647428,0.01188047135910609,0.06202626458036369,24,33,27,98
ENSMUSG00000028906,Epb41,269587,erythrocyte membrane protein band 4.1,3112.3226574858236,1.0061424899718063,0.4000307651497036,2.5151627765311435,0.011897743757331746,0.06206123754882459,6600,5522,643,2808
ENSMUSG00000073471,Rsph3a,66832,radial spoke 3A homolog (Chlamydomonas),206.27003803211514,1.2637450929017873,0.5024665157420545,2.5150832011869655,0.011900429590870648,0.06206123754882459,561,291,61,117
ENSMUSG00000006850,Tmco6,71983,transmembrane and coiled-coil domains 6,613.6854705458195,0.8382200601895057,0.3333381096545873,2.5146241486102165,0.011915934069729583,0.06210749377880769,1122,1166,251,365
ENSMUSG00000007880,Arid1a,93760,AT rich interactive domain 1A (SWI-like),12204.391956850455,-0.7239261889319233,0.2880528982525563,-2.513170995062185,0.011965132412977501,0.062329217873056425,13458,13349,5920,18193
ENSMUSG00000015790,Surf1,20930,surfeit gene 1,395.11460049148263,-0.9691542156908507,0.38605924275944853,-2.5103769275502765,0.012060235350765409,0.062754787725689265,319,456,282,465
ENSMUSG00000006676,Usp19,71472,ubiquitin specific peptidase 19,2494.8914165713127,1.343999265494736,0.5357054249613076,2.508840125320383,0.012112829282835226,0.0629584646955139,5387,5037,1067,623
ENSMUSG00000028107,Tars2,71807,"threonyl-tRNA synthetase 2, mitochondrial (putative)",500.6543088594407,-0.9531798258657997,0.37992018552357315,-2.508894926317773,0.012110950340724702,0.0629584646955139,504,491,243,818
ENSMUSG00000028459,Cd72,12517,CD72 antigen,950.1196236729268,-0.6963166821288755,0.27765045335562494,-2.507889591799108,0.012145461013329632,0.06309304136835665,1178,937,581,1152
ENSMUSG00000040021,Lats1,16798,large tumor suppressor,1181.224396626602,-0.7085625124078563,0.28265440207565506,-2.5068157693797493,0.012182418937657202,0.0632499299364443,1361,1254,619,1653
ENSMUSG00000037572,Wdhd1,218973,WD repeat and HMG-box DNA binding protein 1,559.6159388869941,0.9375541478889672,0.3741007300234516,2.506154285852887,0.012205234896203801,0.06333326156505753,1296,850,213,330
ENSMUSG00000021236,Entpd5,12499,ectonucleoside triphosphate diphosphohydrolase 5,2178.557425373205,-0.6173192466813832,0.24635272820137816,-2.5058348295488035,0.012216267168352649,0.0633553888991408,2705,2309,1205,2789
